parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 1 | POS | INT | 0 | 160 | 160 | (((4+8)+4)*10)=x | 4 8 + 4 + 10 * x = | 4:pack 8:pack +:pack 4:pack +:pack 10:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 0 | 160 | 80 | (((4+8)-4)*10)=x | 4 8 + 4 - 10 * x = | 4:pack 8:pack +:pack 4:pack -:pack 10:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 0 | 160 | 0 | (((4-8)+4)*10)=x | 4 8 - 4 + 10 * x = | 4:pack 8:pack -:pack 4:pack +:pack 10:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 0 | 160 | 80 | x=(((4+8)-4)*10) | x 4 8 + 4 - 10 * = | x:ball 4:pack 8:pack +:pack 4:pack -:pack 10:ball *:ball =:ball
EXPR: 1 | POS | INT | 0 | 160 | 160 | x=(((4+8)+4)*10) | x 4 8 + 4 + 10 * = | x:ball 4:pack 8:pack +:pack 4:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 0 | 160 |  | x=(((4-8)+4)*10) | x 4 8 - 4 + 10 * = | x:ball 4:pack 8:pack -:pack 4:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 0 | 160 |  | x=((4-(8-4))*10) | x 4 8 4 - - 10 * = | x:ball 4:pack 8:pack 4:pack -:pack -:pack 10:ball *:ball =:ball
EXPR: 1 | POS | INT | 0 | 160 | 160 | x=((4+(8+4))*10) | x 4 8 4 + + 10 * = | x:ball 4:pack 8:pack 4:pack +:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 0 | 160 | 80 | x=((4+(8-4))*10) | x 4 8 4 - + 10 * = | x:ball 4:pack 8:pack 4:pack -:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 0 | 160 | 80 | ((4+(8-4))*10)=x | 4 8 4 - + 10 * x = | 4:pack 8:pack 4:pack -:pack +:pack 10:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 0 | 160 | 0 | ((4-(8-4))*10)=x | 4 8 4 - - 10 * x = | 4:pack 8:pack 4:pack -:pack -:pack 10:ball *:ball x:ball =:ball
EXPR: 1 | POS | INT | 0 | 160 | 160 | ((4+(8+4))*10)=x | 4 8 4 + + 10 * x = | 4:pack 8:pack 4:pack +:pack +:pack 10:ball *:ball x:ball =:ball
