parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 1 | POS | INT | 0 | 224 | 224 | ((10+(1+3))*16)=x | 10 1 3 + + 16 * x = | 10:book 1:book 3:book +:book +:book 16:dollar *:dollar x:dollar =:dollar
EXPR: 1 | POS | INT | 0 | 224 | 224 | (((10+1)+3)*16)=x | 10 1 + 3 + 16 * x = | 10:book 1:book +:book 3:book +:book 16:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 224 | 96 | (((10-1)-3)*16)=x | 10 1 - 3 - 16 * x = | 10:book 1:book -:book 3:book -:book 16:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 224 | 128 | (((10+1)-3)*16)=x | 10 1 + 3 - 16 * x = | 10:book 1:book +:book 3:book -:book 16:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 224 | 128 | ((10+(1-3))*16)=x | 10 1 3 - + 16 * x = | 10:book 1:book 3:book -:book +:book 16:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 224 | 96 | ((10-(1+3))*16)=x | 10 1 3 + - 16 * x = | 10:book 1:book 3:book +:book -:book 16:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 224 | 192 | ((10-(1-3))*16)=x | 10 1 3 - - 16 * x = | 10:book 1:book 3:book -:book -:book 16:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 224 | 192 | (((10-1)+3)*16)=x | 10 1 - 3 + 16 * x = | 10:book 1:book -:book 3:book +:book 16:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 224 | 192 | x=(((10-1)+3)*16) | x 10 1 - 3 + 16 * = | x:dollar 10:book 1:book -:book 3:book +:book 16:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 224 | 96 | x=((10-(1+3))*16) | x 10 1 3 + - 16 * = | x:dollar 10:book 1:book 3:book +:book -:book 16:dollar *:dollar =:dollar
EXPR: 1 | POS | INT | 0 | 224 | 224 | x=((10+(1+3))*16) | x 10 1 3 + + 16 * = | x:dollar 10:book 1:book 3:book +:book +:book 16:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 224 | 192 | x=((10-(1-3))*16) | x 10 1 3 - - 16 * = | x:dollar 10:book 1:book 3:book -:book -:book 16:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 224 | 128 | x=(((10+1)-3)*16) | x 10 1 + 3 - 16 * = | x:dollar 10:book 1:book +:book 3:book -:book 16:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 224 | 96 | x=(((10-1)-3)*16) | x 10 1 - 3 - 16 * = | x:dollar 10:book 1:book -:book 3:book -:book 16:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 224 | 128 | x=((10+(1-3))*16) | x 10 1 3 - + 16 * = | x:dollar 10:book 1:book 3:book -:book +:book 16:dollar *:dollar =:dollar
EXPR: 1 | POS | INT | 0 | 224 | 224 | x=(((10+1)+3)*16) | x 10 1 + 3 + 16 * = | x:dollar 10:book 1:book +:book 3:book +:book 16:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 224 | 192 | (((3-1)+10)*16)=x | 3 1 - 10 + 16 * x = | 3:book 1:book -:book 10:book +:book 16:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 224 | 112 | ((10-(1*3))*16)=x | 10 1 3 * - 16 * x = | 10:book 1:book 3:dollar *:book -:book 16:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 224 | 58 | ((10*1)+(3*16))=x | 10 1 * 3 16 * + x = | 10:dollar 1:book *:dollar 3:book 16:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 224 | 11 | ((10/(1-3))+16)=x | 10 1 3 - / 16 + x = | 10:dollar 1:book 3:book -:book /:dollar 16:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 224 | 208 | x=(((10*1)+3)*16) | x 10 1 * 3 + 16 * = | x:dollar 10:book 1:dollar *:book 3:book +:book 16:dollar *:dollar =:dollar
