parameters: n=5 l=2 k=1 p=5 q=2 m=8
TOTAL 136 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 10 | 20 | 9 | x=(5+4) | x 5 4 + = | x:table 5:table 4:table +:table =:table
EXPR: 1 | POS | INT | 10 | 20 | 20 | x=(5*4) | x 5 4 * = | x:UNKNOWN 5:table 4:UNKNOWN *:UNKNOWN =:UNKNOWN
EXPR: 0 | POS | INT | 10 | 20 | 1 | (5-4)=x | 5 4 - x = | 5:table 4:table -:table x:table =:table
EXPR: 1 | POS | INT | 10 | 20 | 20 | (5*4)=x | 5 4 * x = | 5:table 4:UNKNOWN *:UNKNOWN x:UNKNOWN =:UNKNOWN
EXPR: 0 | POS | INT | 10 | 20 | 1 | x=(5-4) | x 5 4 - = | x:table 5:table 4:table -:table =:table
EXPR: 0 | POS | INT | 10 | 20 | 9 | (5+4)=x | 5 4 + x = | 5:table 4:table +:table x:table =:table
EXPR: 0 | POS | INT | 12 | 20 | 1 | (5-x)=4 | 5 x - 4 = | 5:table x:table -:table 4:table =:table
EXPR: 0 | POS | INT | 12 | 20 | 1 | 5=(4+x) | 5 4 x + = | 5:table 4:table x:table +:table =:table
EXPR: 1 | POS | INT | 12 | 20 | 20 | (x/5)=4 | x 5 / 4 = | x:UNKNOWN 5:table /:UNKNOWN 4:UNKNOWN =:UNKNOWN
EXPR: 0 | POS | INT | 12 | 20 | 9 | (x-5)=4 | x 5 - 4 = | x:table 5:table -:table 4:table =:table
EXPR: 0 | POS | INT | 12 | 20 | 9 | 5=(x-4) | 5 x 4 - = | 5:table x:table 4:table -:table =:table
EXPR: 0 | POS | INT | 12 | 20 | 1 | 5=(x+4) | 5 x 4 + = | 5:table x:table 4:table +:table =:table
EXPR: 1 | POS | INT | 12 | 20 | 20 | 5=(x/4) | 5 x 4 / = | 5:UNKNOWN x:UNKNOWN 4:table /:UNKNOWN =:UNKNOWN
EXPR: 0 | POS | INT | 14 | 20 | 9 | (x-4)=5 | x 4 - 5 = | x:table 4:table -:table 5:table =:table
EXPR: 1 | POS | INT | 14 | 20 | 20 | 4=(x/5) | 4 x 5 / = | 4:UNKNOWN x:UNKNOWN 5:table /:UNKNOWN =:UNKNOWN
EXPR: 0 | POS | INT | 14 | 20 | 1 | (x+4)=5 | x 4 + 5 = | x:table 4:table +:table 5:table =:table
EXPR: 1 | POS | INT | 14 | 20 | 20 | (x/4)=5 | x 4 / 5 = | x:UNKNOWN 4:table /:UNKNOWN 5:UNKNOWN =:UNKNOWN
EXPR: 0 | POS | INT | 14 | 20 | 1 | 4=(5-x) | 4 5 x - = | 4:table 5:table x:table -:table =:table
EXPR: 0 | POS | INT | 14 | 20 | 1 | (4+x)=5 | 4 x + 5 = | 4:table x:table +:table 5:table =:table
EXPR: 0 | POS | INT | 14 | 20 | 9 | 4=(x-5) | 4 x 5 - = | 4:table x:table 5:table -:table =:table
NET 20 unique, non-negative, integer-valued solutions found out of 136 total solutions
