parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 1 | POS | INT | 2 | 4 | 4 | ((x*4)-14)=2 | x 4 * 14 - 2 = | x:point 4:pound *:pound 14:pound -:pound 2:pound =:pound
EXPR: 0 | POS | INT | 2 | 4 | 3 | 4=((14-2)/x) | 4 14 2 - x / = | 4:pound 14:pound 2:pound -:pound x:point /:pound =:pound
EXPR: 0 | POS | INT | 2 | 4 | 9 | ((4+14)/x)=2 | 4 14 + x / 2 = | 4:pound 14:pound +:pound x:point /:pound 2:pound =:pound
EXPR: 1 | POS | INT | 2 | 4 | 4 | 4=((14+2)/x) | 4 14 2 + x / = | 4:pound 14:pound 2:pound +:pound x:point /:pound =:pound
EXPR: 1 | POS | INT | 2 | 4 | 4 | ((4*x)-14)=2 | 4 x * 14 - 2 = | 4:pound x:point *:pound 14:pound -:pound 2:pound =:pound
EXPR: 0 | POS | INT | 2 | 4 | 5 | 4=(14-(x*2)) | 4 14 x 2 * - = | 4:pound 14:pound x:point 2:pound *:pound -:pound =:pound
EXPR: 0 | POS | INT | 2 | 4 | 7 | 4=((14/x)+2) | 4 14 x / 2 + = | 4:pound 14:pound x:point /:pound 2:pound +:pound =:pound
EXPR: 0 | POS | INT | 2 | 4 | 7 | (4-(14/x))=2 | 4 14 x / - 2 = | 4:pound 14:pound x:point /:pound -:pound 2:pound =:pound
EXPR: 0 | POS | INT | 2 | 4 | 5 | 4=(14-(2*x)) | 4 14 2 x * - = | 4:pound 14:pound 2:pound x:point *:pound -:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 3 | 14=((x*4)+2) | 14 x 4 * 2 + = | 14:pound x:point 4:pound *:pound 2:pound +:pound =:pound
EXPR: 1 | POS | INT | 4 | 4 | 4 | ((x*4)-2)=14 | x 4 * 2 - 14 = | x:point 4:pound *:pound 2:pound -:pound 14:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 7 | (x*(4-2))=14 | x 4 2 - * 14 = | x:point 4:pound 2:pound -:pound *:pound 14:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 3 | ((4*x)+2)=14 | 4 x * 2 + 14 = | 4:pound x:point *:pound 2:pound +:pound 14:pound =:pound
EXPR: 1 | POS | INT | 4 | 4 | 4 | ((4*x)-2)=14 | 4 x * 2 - 14 = | 4:pound x:point *:pound 2:pound -:pound 14:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 9 | 4=((x*2)-14) | 4 x 2 * 14 - = | 4:pound x:point 2:pound *:pound 14:pound -:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 5 | ((14-4)/x)=2 | 14 4 - x / 2 = | 14:pound 4:pound -:pound x:point /:pound 2:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 7 | ((4-2)*x)=14 | 4 2 - x * 14 = | 4:pound 2:pound -:pound x:point *:pound 14:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 9 | 4=((2*x)-14) | 4 2 x * 14 - = | 4:pound 2:pound x:point *:pound 14:pound -:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 7 | 4=(2+(14/x)) | 4 2 14 x / + = | 4:pound 2:pound 14:pound x:point /:pound +:pound =:pound
EXPR: 1 | POS | INT | 4 | 4 | 4 | 14=((x*4)-2) | 14 x 4 * 2 - = | 14:pound x:point 4:pound *:pound 2:pound -:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 3 | (14-(x*4))=2 | 14 x 4 * - 2 = | 14:pound x:point 4:pound *:pound -:pound 2:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 5 | (4+(2*x))=14 | 4 2 x * + 14 = | 4:pound 2:pound x:point *:pound +:pound 14:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 3 | ((x*4)+2)=14 | x 4 * 2 + 14 = | x:point 4:pound *:pound 2:pound +:pound 14:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 7 | 14=((4-2)*x) | 14 4 2 - x * = | 14:pound 4:pound 2:pound -:pound x:point *:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 5 | (4+(x*2))=14 | 4 x 2 * + 14 = | 4:pound x:point 2:pound *:pound +:pound 14:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 7 | 14=(x*(4-2)) | 14 x 4 2 - * = | 14:pound x:point 4:pound 2:pound -:pound *:pound =:pound
EXPR: 1 | POS | INT | 4 | 4 | 4 | 14=((4*x)-2) | 14 4 x * 2 - = | 14:pound 4:pound x:point *:pound 2:pound -:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 5 | 14=(4+(x*2)) | 14 4 x 2 * + = | 14:pound 4:pound x:point 2:pound *:pound +:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 3 | (14-(4*x))=2 | 14 4 x * - 2 = | 14:pound 4:pound x:point *:pound -:pound 2:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 3 | 14=((4*x)+2) | 14 4 x * 2 + = | 14:pound 4:pound x:point *:pound 2:pound +:pound =:pound
EXPR: 0 | POS | INT | 4 | 4 | 5 | 14=(4+(2*x)) | 14 4 2 x * + = | 14:pound 4:pound 2:pound x:point *:pound +:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 7 | ((14/x)+2)=4 | 14 x / 2 + 4 = | 14:pound x:point /:pound 2:pound +:pound 4:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 3 | (2+(x*4))=14 | 2 x 4 * + 14 = | 2:pound x:point 4:pound *:pound +:pound 14:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 5 | 14=((x*2)+4) | 14 x 2 * 4 + = | 14:pound x:point 2:pound *:pound 4:pound +:pound =:pound
EXPR: 1 | POS | INT | 7 | 4 | 4 | 2=((x*4)-14) | 2 x 4 * 14 - = | 2:pound x:point 4:pound *:pound 14:pound -:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 9 | 14=((2*x)-4) | 14 2 x * 4 - = | 14:pound 2:pound x:point *:pound 4:pound -:pound =:pound
EXPR: 1 | POS | INT | 7 | 4 | 4 | ((14+2)/x)=4 | 14 2 + x / 4 = | 14:pound 2:pound +:pound x:point /:pound 4:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 9 | ((x*2)-4)=14 | x 2 * 4 - 14 = | x:point 2:pound *:pound 4:pound -:pound 14:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 5 | ((x*2)+4)=14 | x 2 * 4 + 14 = | x:point 2:pound *:pound 4:pound +:pound 14:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 3 | 14=(2+(4*x)) | 14 2 4 x * + = | 14:pound 2:pound 4:pound x:point *:pound +:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 5 | 14=((2*x)+4) | 14 2 x * 4 + = | 14:pound 2:pound x:point *:pound 4:pound +:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 3 | ((14-2)/x)=4 | 14 2 - x / 4 = | 14:pound 2:pound -:pound x:point /:pound 4:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 5 | (14-(2*x))=4 | 14 2 x * - 4 = | 14:pound 2:pound x:point *:pound -:pound 4:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 9 | 14=((x*2)-4) | 14 x 2 * 4 - = | 14:pound x:point 2:pound *:pound 4:pound -:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 5 | (14-(x*2))=4 | 14 x 2 * - 4 = | 14:pound x:point 2:pound *:pound -:pound 4:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 9 | 2=((4+14)/x) | 2 4 14 + x / = | 2:pound 4:pound 14:pound +:pound x:point /:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 3 | 14=(2+(x*4)) | 14 2 x 4 * + = | 14:pound 2:pound x:point 4:pound *:pound +:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 9 | ((2*x)-4)=14 | 2 x * 4 - 14 = | 2:pound x:point *:pound 4:pound -:pound 14:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 5 | ((2*x)+4)=14 | 2 x * 4 + 14 = | 2:pound x:point *:pound 4:pound +:pound 14:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 7 | 2=(4-(14/x)) | 2 4 14 x / - = | 2:pound 4:pound 14:pound x:point /:pound -:pound =:pound
EXPR: 0 | POS | INT | 7 | 4 | 3 | (2+(4*x))=14 | 2 4 x * + 14 = | 2:pound 4:pound x:point *:pound +:pound 14:pound =:pound
EXPR: 1 | POS | INT | 7 | 4 | 4 | 2=((4*x)-14) | 2 4 x * 14 - = | 2:pound 4:pound x:point *:pound 14:pound -:pound =:pound
EXPR: 0 | POS | INT | 9 | 4 | 9 | ((2*x)-14)=4 | 2 x * 14 - 4 = | 2:pound x:point *:pound 14:pound -:pound 4:pound =:pound
EXPR: 0 | POS | INT | 9 | 4 | 9 | ((x*2)-14)=4 | x 2 * 14 - 4 = | x:point 2:pound *:pound 14:pound -:pound 4:pound =:pound
EXPR: 0 | POS | INT | 9 | 4 | 5 | 2=((14-4)/x) | 2 14 4 - x / = | 2:pound 14:pound 4:pound -:pound x:point /:pound =:pound
EXPR: 0 | POS | INT | 9 | 4 | 3 | 2=(14-(x*4)) | 2 14 x 4 * - = | 2:pound 14:pound x:point 4:pound *:pound -:pound =:pound
EXPR: 0 | POS | INT | 9 | 4 | 7 | (2+(14/x))=4 | 2 14 x / + 4 = | 2:pound 14:pound x:point /:pound +:pound 4:pound =:pound
EXPR: 0 | POS | INT | 9 | 4 | 3 | 2=(14-(4*x)) | 2 14 4 x * - = | 2:pound 14:pound 4:pound x:point *:pound -:pound =:pound
EXPR: 0 | POS | INT | 10 | 4 | 36 | x=((4+14)*2) | x 4 14 + 2 * = | x:point 4:pound 14:pound +:pound 2:point *:point =:point
EXPR: 0 | POS | INT | 10 | 4 | 64 | x=(4*(14+2)) | x 4 14 2 + * = | x:point 4:point 14:pound 2:pound +:pound *:point =:point
EXPR: 0 | POS | INT | 10 | 4 | 48 | x=(4*(14-2)) | x 4 14 2 - * = | x:point 4:point 14:pound 2:pound -:pound *:point =:point
EXPR: 0 | POS | INT | 10 | 4 | 16 | ((4+14)-2)=x | 4 14 + 2 - x = | 4:pound 14:pound +:pound 2:pound -:pound x:pound =:pound
EXPR: 0 | POS | INT | 10 | 4 | 48 | (4*(14-2))=x | 4 14 2 - * x = | 4:point 14:pound 2:pound -:pound *:point x:point =:point
EXPR: 0 | POS | INT | 10 | 4 | 16 | x=(4+(14-2)) | x 4 14 2 - + = | x:pound 4:pound 14:pound 2:pound -:pound +:pound =:pound
