parameters: n=5 l=2 k=1 p=5 q=2 m=8
TOTAL 136 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 10 | 19 | 3982 | x=(2200+1782) | x 2200 1782 + = | x:acre 2200:acre 1782:acre +:acre =:acre
EXPR: 0 | POS | INT | 10 | 19 | 3920400 | x=(2200*1782) | x 2200 1782 * = | x:he 2200:acre 1782:he *:he =:he
EXPR: 0 | POS | INT | 10 | 19 | 418 | (2200-1782)=x | 2200 1782 - x = | 2200:acre 1782:acre -:acre x:acre =:acre
EXPR: 0 | POS | INT | 10 | 19 | 3920400 | (2200*1782)=x | 2200 1782 * x = | 2200:acre 1782:he *:he x:he =:he
EXPR: 0 | POS | INT | 10 | 19 | 418 | x=(2200-1782) | x 2200 1782 - = | x:acre 2200:acre 1782:acre -:acre =:acre
EXPR: 0 | POS | INT | 10 | 19 | 3982 | (2200+1782)=x | 2200 1782 + x = | 2200:acre 1782:acre +:acre x:acre =:acre
EXPR: 0 | POS | INT | 12 | 19 | 418 | (2200-x)=1782 | 2200 x - 1782 = | 2200:acre x:acre -:acre 1782:acre =:acre
EXPR: 0 | POS | INT | 12 | 19 | 418 | 2200=(1782+x) | 2200 1782 x + = | 2200:acre 1782:acre x:acre +:acre =:acre
EXPR: 0 | POS | INT | 12 | 19 | 3920400 | (x/2200)=1782 | x 2200 / 1782 = | x:he 2200:acre /:he 1782:he =:he
EXPR: 0 | POS | INT | 12 | 19 | 3982 | (x-2200)=1782 | x 2200 - 1782 = | x:acre 2200:acre -:acre 1782:acre =:acre
EXPR: 0 | POS | INT | 12 | 19 | 3982 | 2200=(x-1782) | 2200 x 1782 - = | 2200:acre x:acre 1782:acre -:acre =:acre
EXPR: 0 | POS | INT | 12 | 19 | 418 | 2200=(x+1782) | 2200 x 1782 + = | 2200:acre x:acre 1782:acre +:acre =:acre
EXPR: 0 | POS | INT | 12 | 19 | 3920400 | 2200=(x/1782) | 2200 x 1782 / = | 2200:he x:he 1782:acre /:he =:he
EXPR: 0 | POS | INT | 14 | 19 | 3982 | (x-1782)=2200 | x 1782 - 2200 = | x:acre 1782:acre -:acre 2200:acre =:acre
EXPR: 0 | POS | INT | 14 | 19 | 3920400 | 1782=(x/2200) | 1782 x 2200 / = | 1782:he x:he 2200:acre /:he =:he
EXPR: 0 | POS | INT | 14 | 19 | 418 | (x+1782)=2200 | x 1782 + 2200 = | x:acre 1782:acre +:acre 2200:acre =:acre
EXPR: 0 | POS | INT | 14 | 19 | 3920400 | (x/1782)=2200 | x 1782 / 2200 = | x:he 1782:acre /:he 2200:he =:he
EXPR: 0 | POS | INT | 14 | 19 | 418 | 1782=(2200-x) | 1782 2200 x - = | 1782:acre 2200:acre x:acre -:acre =:acre
EXPR: 0 | POS | INT | 14 | 19 | 418 | (1782+x)=2200 | 1782 x + 2200 = | 1782:acre x:acre +:acre 2200:acre =:acre
EXPR: 0 | POS | INT | 14 | 19 | 3982 | 1782=(x-2200) | 1782 x 2200 - = | 1782:acre x:acre 2200:acre -:acre =:acre
NET 20 unique, non-negative, integer-valued solutions found out of 136 total solutions
