parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 1 | POS | INT | 0 | 45 | 45 | x=(5.0*(14-5)) | x 5.0 14 5 - * = | x:money 5.0:money 14:deck 5:deck -:deck *:money =:money
EXPR: 0 | POS | INT | 0 | 45 | 95 | x=(5.0*(14+5)) | x 5.0 14 5 + * = | x:money 5.0:money 14:deck 5:deck +:deck *:money =:money
EXPR: 1 | POS | INT | 0 | 45 | 45 | (5.0*(14-5))=x | 5.0 14 5 - * x = | 5.0:money 14:deck 5:deck -:deck *:money x:money =:money
EXPR: 0 | POS | INT | 0 | 45 | 95 | (5.0*(14+5))=x | 5.0 14 5 + * x = | 5.0:money 14:deck 5:deck +:deck *:money x:money =:money
EXPR: 1 | POS | INT | 2 | 45 | 45 | 5.0=(x/(14-5)) | 5.0 x 14 5 - / = | 5.0:money x:money 14:deck 5:deck -:deck /:money =:money
EXPR: 0 | POS | INT | 2 | 45 | 95 | 5.0=(x/(14+5)) | 5.0 x 14 5 + / = | 5.0:money x:money 14:deck 5:deck +:deck /:money =:money
EXPR: 0 | POS | INT | 5 | 45 | 95 | ((14+5)*5.0)=x | 14 5 + 5.0 * x = | 14:deck 5:deck +:deck 5.0:money *:money x:money =:money
EXPR: 1 | POS | INT | 5 | 45 | 45 | x=((14-5)*5.0) | x 14 5 - 5.0 * = | x:money 14:deck 5:deck -:deck 5.0:money *:money =:money
EXPR: 0 | POS | INT | 5 | 45 | 95 | x=((14+5)*5.0) | x 14 5 + 5.0 * = | x:money 14:deck 5:deck +:deck 5.0:money *:money =:money
EXPR: 1 | POS | INT | 5 | 45 | 45 | ((14-5)*5.0)=x | 14 5 - 5.0 * x = | 14:deck 5:deck -:deck 5.0:money *:money x:money =:money
EXPR: 1 | POS | INT | 7 | 45 | 45 | (x/(14-5))=5.0 | x 14 5 - / 5.0 = | x:money 14:deck 5:deck -:deck /:money 5.0:money =:money
EXPR: 0 | POS | INT | 7 | 45 | 95 | (x/(14+5))=5.0 | x 14 5 + / 5.0 = | x:money 14:deck 5:deck +:deck /:money 5.0:money =:money
EXPR: 0 | POS | INT | 10 | 45 | 75 | x=((5.0*14)+5) | x 5.0 14 * 5 + = | x:money 5.0:money 14:deck *:money 5:money +:money =:money
EXPR: 0 | POS | INT | 10 | 45 | 75 | ((5.0*14)+5)=x | 5.0 14 * 5 + x = | 5.0:money 14:deck *:deck 5:deck +:deck x:deck =:deck
EXPR: 0 | POS | INT | 10 | 45 | 65 | ((5.0*14)-5)=x | 5.0 14 * 5 - x = | 5.0:money 14:deck *:deck 5:deck -:deck x:deck =:deck
EXPR: 0 | POS | INT | 10 | 45 | 75 | x=(5.0+(14*5)) | x 5.0 14 5 * + = | x:money 5.0:money 14:deck 5:money *:money +:money =:money
EXPR: 0 | POS | INT | 10 | 45 | 65 | x=((5.0*14)-5) | x 5.0 14 * 5 - = | x:deck 5.0:money 14:deck *:deck 5:deck -:deck =:deck
EXPR: 0 | POS | INT | 10 | 45 | 95 | x=((5.0+14)*5) | x 5.0 14 + 5 * = | x:money 5.0:money 14:money +:money 5:deck *:money =:money
EXPR: 0 | POS | INT | 10 | 45 | 95 | ((5.0+14)*5)=x | 5.0 14 + 5 * x = | 5.0:money 14:money +:money 5:deck *:money x:money =:money
EXPR: 0 | POS | INT | 10 | 45 | 75 | (5.0+(14*5))=x | 5.0 14 5 * + x = | 5.0:money 14:money 5:deck *:money +:money x:money =:money
EXPR: 0 | POS | INT | 12 | 45 |  | (5.0+(x/14))=5 | 5.0 x 14 / + 5 = | 5.0:money x:money 14:deck /:money +:money 5:money =:money
EXPR: 0 | POS | INT | 12 | 45 |  | (5.0-(x/14))=5 | 5.0 x 14 / - 5 = | 5.0:money x:money 14:deck /:money -:money 5:money =:money
EXPR: 0 | POS | INT | 12 | 45 |  | (5.0+(x*14))=5 | 5.0 x 14 * + 5 = | 5.0:deck x:money 14:deck *:deck +:deck 5:deck =:deck
EXPR: 0 | POS | INT | 12 | 45 |  | (5.0-(x*14))=5 | 5.0 x 14 * - 5 = | 5.0:money x:money 14:deck *:money -:money 5:money =:money
