parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 1 | POS | INT | 0 | 28 | 28 | x=(7*(13-9)) | x 7 13 9 - * = | x:dollar 7:dollar 13:people 9:people -:people *:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 28 | 154 | x=(7*(13+9)) | x 7 13 9 + * = | x:dollar 7:dollar 13:people 9:people +:people *:dollar =:dollar
EXPR: 1 | POS | INT | 0 | 28 | 28 | (7*(13-9))=x | 7 13 9 - * x = | 7:dollar 13:people 9:people -:people *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 28 | 154 | (7*(13+9))=x | 7 13 9 + * x = | 7:dollar 13:people 9:people +:people *:dollar x:dollar =:dollar
EXPR: 1 | POS | INT | 2 | 28 | 28 | 7=(x/(13-9)) | 7 x 13 9 - / = | 7:dollar x:dollar 13:people 9:people -:people /:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 28 | 154 | 7=(x/(13+9)) | 7 x 13 9 + / = | 7:dollar x:dollar 13:people 9:people +:people /:dollar =:dollar
EXPR: 0 | POS | INT | 5 | 28 | 154 | ((13+9)*7)=x | 13 9 + 7 * x = | 13:people 9:people +:people 7:dollar *:dollar x:dollar =:dollar
EXPR: 1 | POS | INT | 5 | 28 | 28 | x=((13-9)*7) | x 13 9 - 7 * = | x:dollar 13:people 9:people -:people 7:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 5 | 28 | 154 | x=((13+9)*7) | x 13 9 + 7 * = | x:dollar 13:people 9:people +:people 7:dollar *:dollar =:dollar
EXPR: 1 | POS | INT | 5 | 28 | 28 | ((13-9)*7)=x | 13 9 - 7 * x = | 13:people 9:people -:people 7:dollar *:dollar x:dollar =:dollar
EXPR: 1 | POS | INT | 7 | 28 | 28 | (x/(13-9))=7 | x 13 9 - / 7 = | x:dollar 13:people 9:people -:people /:dollar 7:dollar =:dollar
EXPR: 0 | POS | INT | 7 | 28 | 154 | (x/(13+9))=7 | x 13 9 + / 7 = | x:dollar 13:people 9:people +:people /:dollar 7:dollar =:dollar
