parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 1 | POS | INT | 2 | 42 | 42 | ((14-7)*6)=x | 14 7 - 6 * x = | 14:box 7:box -:box 6:piece *:piece x:piece =:piece
EXPR: 0 | POS | INT | 2 | 42 | 126 | ((14+7)*6)=x | 14 7 + 6 * x = | 14:box 7:box +:box 6:piece *:piece x:piece =:piece
EXPR: 1 | POS | INT | 2 | 42 | 42 | x=((14-7)*6) | x 14 7 - 6 * = | x:piece 14:box 7:box -:box 6:piece *:piece =:piece
EXPR: 0 | POS | INT | 2 | 42 | 8 | (14/(x-6))=7 | 14 x 6 - / 7 = | 14:box x:piece 6:piece -:piece /:box 7:box =:box
EXPR: 0 | POS | INT | 2 | 42 | 126 | x=((14+7)*6) | x 14 7 + 6 * = | x:piece 14:box 7:box +:box 6:piece *:piece =:piece
EXPR: 0 | POS | INT | 2 | 42 | 4 | (14/(6-x))=7 | 14 6 x - / 7 = | 14:box 6:piece x:piece -:piece /:box 7:box =:box
EXPR: 0 | POS | INT | 2 | 42 | 126 | x=(6*(14+7)) | x 6 14 7 + * = | x:piece 6:piece 14:box 7:box +:box *:piece =:piece
EXPR: 1 | POS | INT | 2 | 42 | 42 | x=(6*(14-7)) | x 6 14 7 - * = | x:piece 6:piece 14:box 7:box -:box *:piece =:piece
EXPR: 0 | POS | INT | 2 | 42 | 8 | 14=((x-6)*7) | 14 x 6 - 7 * = | 14:box x:piece 6:piece -:piece 7:box *:box =:box
EXPR: 0 | POS | INT | 2 | 42 | 126 | (6*(14+7))=x | 6 14 7 + * x = | 6:piece 14:box 7:box +:box *:piece x:piece =:piece
EXPR: 1 | POS | INT | 2 | 42 | 42 | (6*(14-7))=x | 6 14 7 - * x = | 6:piece 14:box 7:box -:box *:piece x:piece =:piece
EXPR: 0 | POS | INT | 2 | 42 | 4 | 14=((6-x)*7) | 14 6 x - 7 * = | 14:box 6:piece x:piece -:piece 7:box *:box =:box
EXPR: 0 | POS | INT | 4 | 42 | 126 | (x/(14+7))=6 | x 14 7 + / 6 = | x:piece 14:box 7:box +:box /:piece 6:piece =:piece
EXPR: 0 | POS | INT | 4 | 42 | 126 | 6=(x/(14+7)) | 6 x 14 7 + / = | 6:piece x:piece 14:box 7:box +:box /:piece =:piece
EXPR: 1 | POS | INT | 4 | 42 | 42 | (x/(14-7))=6 | x 14 7 - / 6 = | x:piece 14:box 7:box -:box /:piece 6:piece =:piece
EXPR: 1 | POS | INT | 4 | 42 | 42 | 6=(x/(14-7)) | 6 x 14 7 - / = | 6:piece x:piece 14:box 7:box -:box /:piece =:piece
EXPR: 0 | POS | INT | 4 | 42 | 8 | 14=(7*(x-6)) | 14 7 x 6 - * = | 14:box 7:box x:piece 6:piece -:piece *:box =:box
EXPR: 0 | POS | INT | 4 | 42 | 4 | 14=(7*(6-x)) | 14 7 6 x - * = | 14:box 7:box 6:piece x:piece -:piece *:box =:box
EXPR: 0 | POS | INT | 7 | 42 | 8 | ((x-6)*7)=14 | x 6 - 7 * 14 = | x:piece 6:piece -:piece 7:box *:box 14:box =:box
EXPR: 0 | POS | INT | 7 | 42 | 4 | 7=(14/(6-x)) | 7 14 6 x - / = | 7:box 14:box 6:piece x:piece -:piece /:box =:box
EXPR: 0 | POS | INT | 7 | 42 | 8 | 7=(14/(x-6)) | 7 14 x 6 - / = | 7:box 14:box x:piece 6:piece -:piece /:box =:box
EXPR: 0 | POS | INT | 7 | 42 | 4 | ((6-x)*7)=14 | 6 x - 7 * 14 = | 6:piece x:piece -:piece 7:box *:box 14:box =:box
EXPR: 0 | POS | INT | 9 | 42 | 8 | (7*(x-6))=14 | 7 x 6 - * 14 = | 7:box x:piece 6:piece -:piece *:box 14:box =:box
EXPR: 0 | POS | INT | 9 | 42 | 4 | (7*(6-x))=14 | 7 6 x - * 14 = | 7:box 6:piece x:piece -:piece *:box 14:box =:box
EXPR: 0 | POS | INT | 10 | 42 | 56 | ((14-6)*7)=x | 14 6 - 7 * x = | 14:piece 6:piece -:piece 7:box *:piece x:piece =:piece
EXPR: 0 | POS | INT | 10 | 42 | 182 | x=(14*(6+7)) | x 14 6 7 + * = | x:piece 14:box 6:piece 7:piece +:piece *:piece =:piece
EXPR: 0 | POS | INT | 10 | 42 | 56 | x=((14-6)*7) | x 14 6 - 7 * = | x:piece 14:piece 6:piece -:piece 7:box *:piece =:piece
EXPR: 0 | POS | INT | 10 | 42 | 77 | ((14*6)-7)=x | 14 6 * 7 - x = | 14:box 6:piece *:piece 7:piece -:piece x:piece =:piece
EXPR: 0 | POS | INT | 10 | 42 | 91 | ((14*6)+7)=x | 14 6 * 7 + x = | 14:box 6:piece *:piece 7:piece +:piece x:piece =:piece
EXPR: 0 | POS | INT | 10 | 42 | 77 | x=((14*6)-7) | x 14 6 * 7 - = | x:piece 14:box 6:piece *:piece 7:piece -:piece =:piece
EXPR: 0 | POS | INT | 10 | 42 | 56 | (14+(6*7))=x | 14 6 7 * + x = | 14:box 6:piece 7:box *:box +:box x:box =:box
EXPR: 0 | POS | INT | 10 | 42 | 91 | x=((14*6)+7) | x 14 6 * 7 + = | x:piece 14:box 6:piece *:piece 7:piece +:piece =:piece
EXPR: 0 | POS | INT | 10 | 42 | 140 | x=((14+6)*7) | x 14 6 + 7 * = | x:piece 14:piece 6:piece +:piece 7:box *:piece =:piece
EXPR: 0 | POS | INT | 10 | 42 | 182 | (14*(6+7))=x | 14 6 7 + * x = | 14:box 6:piece 7:piece +:piece *:piece x:piece =:piece
EXPR: 0 | POS | INT | 10 | 42 | 56 | x=(14+(6*7)) | x 14 6 7 * + = | x:box 14:box 6:piece 7:box *:box +:box =:box
EXPR: 0 | POS | INT | 10 | 42 | 140 | ((14+6)*7)=x | 14 6 + 7 * x = | 14:piece 6:piece +:piece 7:box *:piece x:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 28 | 14=((6*7)-x) | 14 6 7 * x - = | 14:piece 6:piece 7:box *:piece x:piece -:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 182 | ((x/14)-6)=7 | x 14 / 6 - 7 = | x:piece 14:box /:piece 6:piece -:piece 7:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 14 | ((x/14)+6)=7 | x 14 / 6 + 7 = | x:piece 14:box /:piece 6:piece +:piece 7:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 104 | x=((14*7)+6) | x 14 7 * 6 + = | x:piece 14:box 7:piece *:piece 6:piece +:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 92 | 14=((x+6)/7) | 14 x 6 + 7 / = | 14:piece x:piece 6:piece +:piece 7:box /:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 4 | x=(6-(14/7)) | x 6 14 7 / - = | x:piece 6:piece 14:piece 7:box /:piece -:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 126 | 14=((x/6)-7) | 14 x 6 / 7 - = | 14:box x:box 6:piece /:box 7:box -:box =:box
EXPR: 1 | POS | INT | 12 | 42 | 42 | 14=((x/6)+7) | 14 x 6 / 7 + = | 14:box x:box 6:piece /:box 7:box +:box =:box
EXPR: 0 | POS | INT | 12 | 42 | 588 | (x/14)=(6*7) | x 14 / 6 7 * = | x:piece 14:box /:piece 6:piece 7:box *:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 14 | x=(14*(7-6)) | x 14 7 6 - * = | x:piece 14:box 7:piece 6:piece -:piece *:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 104 | 14=((x-6)/7) | 14 x 6 - 7 / = | 14:piece x:piece 6:piece -:piece 7:box /:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 92 | ((14*7)-6)=x | 14 7 * 6 - x = | 14:box 7:piece *:piece 6:piece -:piece x:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 104 | ((14*7)+6)=x | 14 7 * 6 + x = | 14:box 7:piece *:piece 6:piece +:piece x:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 91 | (x-(14*6))=7 | x 14 6 * - 7 = | x:piece 14:box 6:piece *:piece -:piece 7:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 56 | ((x-14)/6)=7 | x 14 - 6 / 7 = | x:box 14:box -:box 6:piece /:box 7:box =:box
EXPR: 0 | POS | INT | 12 | 42 | 28 | ((x+14)/6)=7 | x 14 + 6 / 7 = | x:box 14:box +:box 6:piece /:box 7:box =:box
EXPR: 0 | POS | INT | 12 | 42 | 3 | (x*14)=(6*7) | x 14 * 6 7 * = | x:piece 14:box *:piece 6:piece 7:box *:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 92 | x=((14*7)-6) | x 14 7 * 6 - = | x:piece 14:box 7:piece *:piece 6:piece -:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 14 | (14*(7-6))=x | 14 7 6 - * x = | 14:box 7:piece 6:piece -:piece *:piece x:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 8 | x=(6+(14/7)) | x 6 14 7 / + = | x:piece 6:piece 14:piece 7:box /:piece +:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 104 | x=(6+(14*7)) | x 6 14 7 * + = | x:piece 6:piece 14:piece 7:box *:piece +:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 8 | ((14/7)+6)=x | 14 7 / 6 + x = | 14:piece 7:box /:piece 6:piece +:piece x:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 77 | ((14*6)-x)=7 | 14 6 * x - 7 = | 14:box 6:piece *:box x:box -:box 7:box =:box
EXPR: 0 | POS | INT | 12 | 42 | 56 | 14=(6+(x/7)) | 14 6 x 7 / + = | 14:piece 6:piece x:piece 7:box /:piece +:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 56 | 14=(x-(6*7)) | 14 x 6 7 * - = | 14:box x:box 6:piece 7:box *:box -:box =:box
EXPR: 0 | POS | INT | 12 | 42 | 3 | (14/6)=(7/x) | 14 6 / 7 x / = | 14:box 6:piece /:box 7:box x:piece /:box =:box
EXPR: 0 | POS | INT | 12 | 42 | 104 | (6+(14*7))=x | 6 14 7 * + x = | 6:piece 14:box 7:piece *:piece +:piece x:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 3 | (14*x)=(6*7) | 14 x * 6 7 * = | 14:box x:piece *:piece 6:piece 7:box *:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 8 | (6+(14/7))=x | 6 14 7 / + x = | 6:piece 14:piece 7:box /:piece +:piece x:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 8 | x=((14/7)+6) | x 14 7 / 6 + = | x:piece 14:piece 7:box /:piece 6:piece +:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 4 | (6-(14/7))=x | 6 14 7 / - x = | 6:piece 14:piece 7:box /:piece -:piece x:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 12 | (14*6)=(x*7) | 14 6 * x 7 * = | 14:box 6:piece *:piece x:piece 7:box *:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 14 | ((14/x)+6)=7 | 14 x / 6 + 7 = | 14:box x:piece /:box 6:box +:box 7:box =:box
EXPR: 0 | POS | INT | 12 | 42 | 12 | (14*6)=(7*x) | 14 6 * 7 x * = | 14:box 6:piece *:piece 7:box x:piece *:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 28 | ((14+x)/6)=7 | 14 x + 6 / 7 = | 14:box x:box +:box 6:piece /:box 7:box =:box
EXPR: 0 | POS | INT | 12 | 42 | 92 | 14=((6+x)/7) | 14 6 x + 7 / = | 14:piece 6:piece x:piece +:piece 7:box /:piece =:piece
EXPR: 1 | POS | INT | 12 | 42 | 42 | (14-(x/6))=7 | 14 x 6 / - 7 = | 14:box x:box 6:piece /:box -:box 7:box =:box
EXPR: 0 | POS | INT | 12 | 42 | 588 | (14*6)=(x/7) | 14 6 * x 7 / = | 14:box 6:piece *:piece x:piece 7:box /:piece =:piece
EXPR: 0 | POS | INT | 12 | 42 | 12 | (x/14)=(6/7) | x 14 / 6 7 / = | x:piece 14:box /:piece 6:piece 7:box /:piece =:piece
EXPR: 0 | POS | INT | 14 | 42 | 56 | ((x-14)/7)=6 | x 14 - 7 / 6 = | x:piece 14:piece -:piece 7:box /:piece 6:piece =:piece
EXPR: 0 | POS | INT | 14 | 42 | 182 | ((x/14)-7)=6 | x 14 / 7 - 6 = | x:piece 14:box /:piece 7:piece -:piece 6:piece =:piece
EXPR: 0 | POS | INT | 14 | 42 | 4 | ((14/7)+x)=6 | 14 7 / x + 6 = | 14:piece 7:box /:piece x:piece +:piece 6:piece =:piece
EXPR: 0 | POS | INT | 14 | 42 | 8 | 6=(x-(14/7)) | 6 x 14 7 / - = | 6:piece x:piece 14:piece 7:box /:piece -:piece =:piece
EXPR: 0 | POS | INT | 14 | 42 | 4 | 6=(x+(14/7)) | 6 x 14 7 / + = | 6:piece x:piece 14:piece 7:box /:piece +:piece =:piece
