parameters: n=5 l=2 k=1 p=5 q=2 m=8
TOTAL 136 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 10 | 85 | 114 | x=(74+40) | x 74 40 + = | x:kilogram 74:kilogram 40:kilogram +:kilogram =:kilogram
EXPR: 0 | POS | INT | 10 | 85 | 2960 | x=(74*40) | x 74 40 * = | x:UNKNOWN 74:kilogram 40:UNKNOWN *:UNKNOWN =:UNKNOWN
EXPR: 0 | POS | INT | 10 | 85 | 34 | (74-40)=x | 74 40 - x = | 74:kilogram 40:kilogram -:kilogram x:kilogram =:kilogram
EXPR: 0 | POS | INT | 10 | 85 | 2960 | (74*40)=x | 74 40 * x = | 74:kilogram 40:UNKNOWN *:UNKNOWN x:UNKNOWN =:UNKNOWN
EXPR: 0 | POS | INT | 10 | 85 | 34 | x=(74-40) | x 74 40 - = | x:kilogram 74:kilogram 40:kilogram -:kilogram =:kilogram
EXPR: 0 | POS | INT | 10 | 85 | 114 | (74+40)=x | 74 40 + x = | 74:kilogram 40:kilogram +:kilogram x:kilogram =:kilogram
EXPR: 0 | POS | INT | 12 | 85 | 34 | (74-x)=40 | 74 x - 40 = | 74:kilogram x:kilogram -:kilogram 40:kilogram =:kilogram
EXPR: 0 | POS | INT | 12 | 85 | 34 | 74=(40+x) | 74 40 x + = | 74:kilogram 40:kilogram x:kilogram +:kilogram =:kilogram
EXPR: 0 | POS | INT | 12 | 85 | 2960 | (x/74)=40 | x 74 / 40 = | x:UNKNOWN 74:kilogram /:UNKNOWN 40:UNKNOWN =:UNKNOWN
EXPR: 0 | POS | INT | 12 | 85 | 114 | (x-74)=40 | x 74 - 40 = | x:kilogram 74:kilogram -:kilogram 40:kilogram =:kilogram
EXPR: 0 | POS | INT | 12 | 85 | 114 | 74=(x-40) | 74 x 40 - = | 74:kilogram x:kilogram 40:kilogram -:kilogram =:kilogram
EXPR: 0 | POS | INT | 12 | 85 | 34 | 74=(x+40) | 74 x 40 + = | 74:kilogram x:kilogram 40:kilogram +:kilogram =:kilogram
EXPR: 0 | POS | INT | 12 | 85 | 2960 | 74=(x/40) | 74 x 40 / = | 74:UNKNOWN x:UNKNOWN 40:kilogram /:UNKNOWN =:UNKNOWN
EXPR: 0 | POS | INT | 14 | 85 | 114 | (x-40)=74 | x 40 - 74 = | x:kilogram 40:kilogram -:kilogram 74:kilogram =:kilogram
EXPR: 0 | POS | INT | 14 | 85 | 2960 | 40=(x/74) | 40 x 74 / = | 40:UNKNOWN x:UNKNOWN 74:kilogram /:UNKNOWN =:UNKNOWN
EXPR: 0 | POS | INT | 14 | 85 | 34 | (x+40)=74 | x 40 + 74 = | x:kilogram 40:kilogram +:kilogram 74:kilogram =:kilogram
EXPR: 0 | POS | INT | 14 | 85 | 2960 | (x/40)=74 | x 40 / 74 = | x:UNKNOWN 40:kilogram /:UNKNOWN 74:UNKNOWN =:UNKNOWN
EXPR: 0 | POS | INT | 14 | 85 | 34 | 40=(74-x) | 40 74 x - = | 40:kilogram 74:kilogram x:kilogram -:kilogram =:kilogram
EXPR: 0 | POS | INT | 14 | 85 | 34 | (40+x)=74 | 40 x + 74 = | 40:kilogram x:kilogram +:kilogram 74:kilogram =:kilogram
EXPR: 0 | POS | INT | 14 | 85 | 114 | 40=(x-74) | 40 x 74 - = | 40:kilogram x:kilogram 74:kilogram -:kilogram =:kilogram
NET 20 unique, non-negative, integer-valued solutions found out of 136 total solutions
