parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 2 | 2 | - | 12=((4-4)*x) | 12 4 4 - x * = | 12:point 4:point 4:point -:point x:player *:point =:point
EXPR: 0 | POS | INT | 2 | 2 | - | 12=((4-4)/x) | 12 4 4 - x / = | 12:point 4:point 4:point -:point x:player /:point =:point
EXPR: 0 | POS | INT | 2 | 2 | 4 | 12=((x*4)-4) | 12 x 4 * 4 - = | 12:point x:player 4:point *:point 4:point -:point =:point
EXPR: 1 | POS | INT | 2 | 2 | 2 | 12=((x*4)+4) | 12 x 4 * 4 + = | 12:point x:player 4:point *:point 4:point +:point =:point
EXPR: 0 | POS | INT | 2 | 2 | - | 12=(x*(4-4)) | 12 x 4 4 - * = | 12:point x:player 4:point 4:point -:point *:point =:point
EXPR: 0 | POS | INT | 2 | 2 |  | ((x*12)+4)=4 | x 12 * 4 + 4 = | x:player 12:point *:point 4:point +:point 4:point =:point
EXPR: 0 | POS | INT | 2 | 2 |  | ((12*x)+4)=4 | 12 x * 4 + 4 = | 12:point x:player *:point 4:point +:point 4:point =:point
EXPR: 0 | POS | INT | 2 | 2 | 4 | ((12+4)/x)=4 | 12 4 + x / 4 = | 12:point 4:point +:point x:player /:point 4:point =:point
EXPR: 1 | POS | INT | 2 | 2 | 2 | (12-(x*4))=4 | 12 x 4 * - 4 = | 12:point x:player 4:point *:point -:point 4:point =:point
EXPR: 0 | POS | INT | 2 | 2 | - | ((12/x)+4)=4 | 12 x / 4 + 4 = | 12:point x:player /:point 4:point +:point 4:point =:point
EXPR: 1 | POS | INT | 2 | 2 | 2 | ((12-4)/x)=4 | 12 4 - x / 4 = | 12:point 4:point -:point x:player /:point 4:point =:point
EXPR: 1 | POS | INT | 2 | 2 | 2 | 12=(4+(x*4)) | 12 4 x 4 * + = | 12:point 4:point x:player 4:point *:point +:point =:point
EXPR: 0 | POS | INT | 2 | 2 | 4 | 12=((4*x)-4) | 12 4 x * 4 - = | 12:point 4:point x:player *:point 4:point -:point =:point
EXPR: 1 | POS | INT | 2 | 2 | 2 | 12=((4*x)+4) | 12 4 x * 4 + = | 12:point 4:point x:player *:point 4:point +:point =:point
EXPR: 1 | POS | INT | 2 | 2 | 2 | (12-(4*x))=4 | 12 4 x * - 4 = | 12:point 4:point x:player *:point -:point 4:point =:point
EXPR: 1 | POS | INT | 2 | 2 | 2 | 12=(4+(4*x)) | 12 4 4 x * + = | 12:point 4:point 4:point x:player *:point +:point =:point
EXPR: 0 | POS | INT | 4 | 2 | 4 | ((x*4)-12)=4 | x 4 * 12 - 4 = | x:player 4:point *:point 12:point -:point 4:point =:point
EXPR: 0 | POS | INT | 4 | 2 | 0 | 4=((x*12)+4) | 4 x 12 * 4 + = | 4:point x:player 12:point *:point 4:point +:point =:point
EXPR: 0 | POS | INT | 4 | 2 |  | (4+(x*12))=4 | 4 x 12 * + 4 = | 4:point x:player 12:point *:point +:point 4:point =:point
EXPR: 0 | POS | INT | 4 | 2 |  | (4-(x*12))=4 | 4 x 12 * - 4 = | 4:point x:player 12:point *:point -:point 4:point =:point
EXPR: 0 | POS | INT | 4 | 2 | 4 | 4=((12+4)/x) | 4 12 4 + x / = | 4:point 12:point 4:point +:point x:player /:point =:point
EXPR: 1 | POS | INT | 4 | 2 | 2 | 4=((12-4)/x) | 4 12 4 - x / = | 4:point 12:point 4:point -:point x:player /:point =:point
EXPR: 0 | POS | INT | 4 | 2 | 4 | ((4*x)-12)=4 | 4 x * 12 - 4 = | 4:point x:player *:point 12:point -:point 4:point =:point
EXPR: 0 | POS | INT | 4 | 2 |  | (4+(12*x))=4 | 4 12 x * + 4 = | 4:point 12:point x:player *:point +:point 4:point =:point
EXPR: 0 | POS | INT | 4 | 2 | - | (4+(12/x))=4 | 4 12 x / + 4 = | 4:point 12:point x:player /:point +:point 4:point =:point
EXPR: 0 | POS | INT | 4 | 2 |  | (4-(12*x))=4 | 4 12 x * - 4 = | 4:point 12:point x:player *:point -:point 4:point =:point
EXPR: 0 | POS | INT | 7 | 2 | - | 4=(4-(12/x)) | 4 4 12 x / - = | 4:point 4:point 12:point x:player /:point -:point =:point
EXPR: 0 | POS | INT | 7 | 2 | 4 | 4=((4*x)-12) | 4 4 x * 12 - = | 4:point 4:point x:player *:point 12:point -:point =:point
EXPR: 0 | POS | INT | 7 | 2 | 0 | 4=(4-(12*x)) | 4 4 12 x * - = | 4:point 4:point 12:point x:player *:point -:point =:point
EXPR: 0 | POS | INT | 7 | 2 | - | 4=(4+(12/x)) | 4 4 12 x / + = | 4:point 4:point 12:point x:player /:point +:point =:point
EXPR: 0 | POS | INT | 7 | 2 | 0 | 4=(4+(12*x)) | 4 4 12 x * + = | 4:point 4:point 12:point x:player *:point +:point =:point
EXPR: 0 | POS | INT | 7 | 2 | 4 | ((x*4)-4)=12 | x 4 * 4 - 12 = | x:player 4:point *:point 4:point -:point 12:point =:point
EXPR: 0 | POS | INT | 7 | 2 | - | ((4-4)*x)=12 | 4 4 - x * 12 = | 4:point 4:point -:point x:player *:point 12:point =:point
EXPR: 0 | POS | INT | 7 | 2 | - | ((4-4)/x)=12 | 4 4 - x / 12 = | 4:point 4:point -:point x:player /:point 12:point =:point
EXPR: 0 | POS | INT | 7 | 2 | 4 | ((4*x)-4)=12 | 4 x * 4 - 12 = | 4:point x:player *:point 4:point -:point 12:point =:point
