parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 0 | 6 | 54 | (3*(8+10))=x | 3 8 10 + * x = | 3:friend 8:wing 10:wing +:wing *:wing x:wing =:wing
EXPR: 0 | POS | INT | 0 | 6 | 54 | x=(3*(8+10)) | x 3 8 10 + * = | x:wing 3:friend 8:wing 10:wing +:wing *:wing =:wing
EXPR: 0 | POS | INT | 0 | 6 | 34 | x=((3*8)+10) | x 3 8 * 10 + = | x:wing 3:friend 8:wing *:wing 10:wing +:wing =:wing
EXPR: 0 | POS | INT | 0 | 6 | 14 | x=((3*8)-10) | x 3 8 * 10 - = | x:wing 3:friend 8:wing *:wing 10:wing -:wing =:wing
EXPR: 0 | POS | INT | 0 | 6 | 34 | ((3*8)+10)=x | 3 8 * 10 + x = | 3:friend 8:wing *:wing 10:wing +:wing x:wing =:wing
EXPR: 0 | POS | INT | 0 | 6 | 14 | ((3*8)-10)=x | 3 8 * 10 - x = | 3:friend 8:wing *:wing 10:wing -:wing x:wing =:wing
EXPR: 1 | POS | INT | 2 | 6 | 6 | (3*(10-8))=x | 3 10 8 - * x = | 3:friend 10:wing 8:wing -:wing *:wing x:wing =:wing
EXPR: 0 | POS | INT | 2 | 6 | 38 | x=((3*10)+8) | x 3 10 * 8 + = | x:wing 3:friend 10:wing *:wing 8:wing +:wing =:wing
EXPR: 0 | POS | INT | 2 | 6 | 22 | x=((3*10)-8) | x 3 10 * 8 - = | x:wing 3:friend 10:wing *:wing 8:wing -:wing =:wing
EXPR: 1 | POS | INT | 2 | 6 | 6 | ((x/3)+8)=10 | x 3 / 8 + 10 = | x:wing 3:friend /:wing 8:wing +:wing 10:wing =:wing
EXPR: 0 | POS | INT | 2 | 6 | 14 | ((3*8)-x)=10 | 3 8 * x - 10 = | 3:friend 8:wing *:wing x:wing -:wing 10:wing =:wing
EXPR: 1 | POS | INT | 2 | 6 | 6 | ((x*3)-8)=10 | x 3 * 8 - 10 = | x:wing 3:friend *:wing 8:wing -:wing 10:wing =:wing
EXPR: 1 | POS | INT | 2 | 6 | 6 | ((3*x)-8)=10 | 3 x * 8 - 10 = | 3:friend x:wing *:wing 8:wing -:wing 10:wing =:wing
EXPR: 1 | POS | INT | 2 | 6 | 6 | x=(3*(10-8)) | x 3 10 8 - * = | x:wing 3:friend 10:wing 8:wing -:wing *:wing =:wing
EXPR: 0 | POS | INT | 2 | 6 | 38 | x=(8+(3*10)) | x 8 3 10 * + = | x:wing 8:wing 3:friend 10:wing *:wing +:wing =:wing
EXPR: 0 | POS | INT | 2 | 6 | 54 | ((x/3)-8)=10 | x 3 / 8 - 10 = | x:wing 3:friend /:wing 8:wing -:wing 10:wing =:wing
EXPR: 0 | POS | INT | 2 | 6 | 38 | ((3*10)+8)=x | 3 10 * 8 + x = | 3:friend 10:wing *:wing 8:wing +:wing x:wing =:wing
EXPR: 0 | POS | INT | 2 | 6 | 22 | ((3*10)-8)=x | 3 10 * 8 - x = | 3:friend 10:wing *:wing 8:wing -:wing x:wing =:wing
EXPR: 0 | POS | INT | 2 | 6 | 38 | (8+(3*10))=x | 8 3 10 * + x = | 8:wing 3:friend 10:wing *:wing +:wing x:wing =:wing
EXPR: 0 | POS | INT | 2 | 6 | 34 | (x-(3*8))=10 | x 3 8 * - 10 = | x:wing 3:friend 8:wing *:wing -:wing 10:wing =:wing
EXPR: 1 | POS | INT | 4 | 6 | 6 | ((3*x)-10)=8 | 3 x * 10 - 8 = | 3:friend x:wing *:wing 10:wing -:wing 8:wing =:wing
EXPR: 1 | POS | INT | 4 | 6 | 6 | ((x*3)-10)=8 | x 3 * 10 - 8 = | x:wing 3:friend *:wing 10:wing -:wing 8:wing =:wing
EXPR: 0 | POS | INT | 4 | 6 | 22 | ((3*10)-x)=8 | 3 10 * x - 8 = | 3:friend 10:wing *:wing x:wing -:wing 8:wing =:wing
EXPR: 1 | POS | INT | 4 | 6 | 6 | 8=((3*x)-10) | 8 3 x * 10 - = | 8:wing 3:friend x:wing *:wing 10:wing -:wing =:wing
EXPR: 1 | POS | INT | 4 | 6 | 6 | (8+(x/3))=10 | 8 x 3 / + 10 = | 8:wing x:wing 3:friend /:wing +:wing 10:wing =:wing
EXPR: 0 | POS | INT | 4 | 6 | 22 | ((8+x)/3)=10 | 8 x + 3 / 10 = | 8:wing x:wing +:wing 3:friend /:wing 10:wing =:wing
EXPR: 0 | POS | INT | 4 | 6 | 38 | ((x-8)/3)=10 | x 8 - 3 / 10 = | x:wing 8:wing -:wing 3:friend /:wing 10:wing =:wing
EXPR: 1 | POS | INT | 4 | 6 | 6 | 8=((x*3)-10) | 8 x 3 * 10 - = | 8:wing x:wing 3:friend *:wing 10:wing -:wing =:wing
EXPR: 0 | POS | INT | 4 | 6 | 54 | 8=((x/3)-10) | 8 x 3 / 10 - = | 8:wing x:wing 3:friend /:wing 10:wing -:wing =:wing
EXPR: 0 | POS | INT | 4 | 6 | 22 | ((x+8)/3)=10 | x 8 + 3 / 10 = | x:wing 8:wing +:wing 3:friend /:wing 10:wing =:wing
EXPR: 0 | POS | INT | 4 | 6 | 38 | (x-(3*10))=8 | x 3 10 * - 8 = | x:wing 3:friend 10:wing *:wing -:wing 8:wing =:wing
EXPR: 0 | POS | INT | 4 | 6 | 54 | ((x/3)-10)=8 | x 3 / 10 - 8 = | x:wing 3:friend /:wing 10:wing -:wing 8:wing =:wing
EXPR: 0 | POS | INT | 4 | 6 | 38 | 8=(x-(3*10)) | 8 x 3 10 * - = | 8:wing x:wing 3:friend 10:wing *:wing -:wing =:wing
EXPR: 0 | POS | INT | 4 | 6 | 22 | 8=((3*10)-x) | 8 3 10 * x - = | 8:wing 3:friend 10:wing *:wing x:wing -:wing =:wing
EXPR: 0 | POS | INT | 5 | 6 | 34 | x=(10+(3*8)) | x 10 3 8 * + = | x:wing 10:wing 3:friend 8:wing *:wing +:wing =:wing
EXPR: 0 | POS | INT | 5 | 6 | 54 | x=((8+10)*3) | x 8 10 + 3 * = | x:wing 8:wing 10:wing +:wing 3:friend *:wing =:wing
EXPR: 1 | POS | INT | 5 | 6 | 6 | x=((8+10)/3) | x 8 10 + 3 / = | x:wing 8:wing 10:wing +:wing 3:friend /:wing =:wing
EXPR: 0 | POS | INT | 5 | 6 | 34 | (10+(3*8))=x | 10 3 8 * + x = | 10:wing 3:friend 8:wing *:wing +:wing x:wing =:wing
EXPR: 0 | POS | INT | 5 | 6 | 54 | ((8+10)*3)=x | 8 10 + 3 * x = | 8:wing 10:wing +:wing 3:friend *:wing x:wing =:wing
EXPR: 1 | POS | INT | 5 | 6 | 6 | ((8+10)/3)=x | 8 10 + 3 / x = | 8:wing 10:wing +:wing 3:friend /:wing x:wing =:wing
EXPR: 1 | POS | INT | 7 | 6 | 6 | 10=((3*x)-8) | 10 3 x * 8 - = | 10:wing 3:friend x:wing *:wing 8:wing -:wing =:wing
EXPR: 1 | POS | INT | 7 | 6 | 6 | x=((10-8)*3) | x 10 8 - 3 * = | x:wing 10:wing 8:wing -:wing 3:friend *:wing =:wing
EXPR: 1 | POS | INT | 7 | 6 | 6 | (10-(x/3))=8 | 10 x 3 / - 8 = | 10:wing x:wing 3:friend /:wing -:wing 8:wing =:wing
EXPR: 0 | POS | INT | 7 | 6 | 34 | 10=(x-(3*8)) | 10 x 3 8 * - = | 10:wing x:wing 3:friend 8:wing *:wing -:wing =:wing
EXPR: 1 | POS | INT | 7 | 6 | 6 | 8=(10-(x/3)) | 8 10 x 3 / - = | 8:wing 10:wing x:wing 3:friend /:wing -:wing =:wing
EXPR: 0 | POS | INT | 7 | 6 | 14 | 8=((10+x)/3) | 8 10 x + 3 / = | 8:wing 10:wing x:wing +:wing 3:friend /:wing =:wing
EXPR: 0 | POS | INT | 7 | 6 | 34 | ((x-10)/3)=8 | x 10 - 3 / 8 = | x:wing 10:wing -:wing 3:friend /:wing 8:wing =:wing
EXPR: 1 | POS | INT | 7 | 6 | 6 | ((10-8)*3)=x | 10 8 - 3 * x = | 10:wing 8:wing -:wing 3:friend *:wing x:wing =:wing
EXPR: 0 | POS | INT | 7 | 6 | 14 | ((10+x)/3)=8 | 10 x + 3 / 8 = | 10:wing x:wing +:wing 3:friend /:wing 8:wing =:wing
EXPR: 1 | POS | INT | 7 | 6 | 6 | 10=((x/3)+8) | 10 x 3 / 8 + = | 10:wing x:wing 3:friend /:wing 8:wing +:wing =:wing
EXPR: 0 | POS | INT | 7 | 6 | 54 | 10=((x/3)-8) | 10 x 3 / 8 - = | 10:wing x:wing 3:friend /:wing 8:wing -:wing =:wing
EXPR: 0 | POS | INT | 7 | 6 | 34 | 8=((x-10)/3) | 8 x 10 - 3 / = | 8:wing x:wing 10:wing -:wing 3:friend /:wing =:wing
EXPR: 0 | POS | INT | 7 | 6 | 14 | ((x+10)/3)=8 | x 10 + 3 / 8 = | x:wing 10:wing +:wing 3:friend /:wing 8:wing =:wing
EXPR: 0 | POS | INT | 7 | 6 | 14 | 8=((x+10)/3) | 8 x 10 + 3 / = | 8:wing x:wing 10:wing +:wing 3:friend /:wing =:wing
EXPR: 1 | POS | INT | 7 | 6 | 6 | 10=((x*3)-8) | 10 x 3 * 8 - = | 10:wing x:wing 3:friend *:wing 8:wing -:wing =:wing
EXPR: 0 | POS | INT | 7 | 6 | 14 | 10=((3*8)-x) | 10 3 8 * x - = | 10:wing 3:friend 8:wing *:wing x:wing -:wing =:wing
EXPR: 0 | POS | INT | 9 | 6 | 22 | 10=((8+x)/3) | 10 8 x + 3 / = | 10:wing 8:wing x:wing +:wing 3:friend /:wing =:wing
EXPR: 0 | POS | INT | 9 | 6 | 22 | 10=((x+8)/3) | 10 x 8 + 3 / = | 10:wing x:wing 8:wing +:wing 3:friend /:wing =:wing
EXPR: 1 | POS | INT | 9 | 6 | 6 | 10=(8+(x/3)) | 10 8 x 3 / + = | 10:wing 8:wing x:wing 3:friend /:wing +:wing =:wing
EXPR: 0 | POS | INT | 9 | 6 | 38 | 10=((x-8)/3) | 10 x 8 - 3 / = | 10:wing x:wing 8:wing -:wing 3:friend /:wing =:wing
EXPR: 0 | POS | INT | 10 | 6 | 21 | x=((3+8)+10) | x 3 8 + 10 + = | x:wing 3:wing 8:wing +:wing 10:wing +:wing =:wing
EXPR: 0 | POS | INT | 10 | 6 | 1 | x=(3+(8-10)) | x 3 8 10 - + = | x:wing 3:wing 8:wing 10:wing -:wing +:wing =:wing
EXPR: 0 | POS | INT | 10 | 6 | 21 | x=(3+(8+10)) | x 3 8 10 + + = | x:wing 3:wing 8:wing 10:wing +:wing +:wing =:wing
EXPR: 0 | POS | INT | 10 | 6 | 5 | x=((3-8)+10) | x 3 8 - 10 + = | x:wing 3:wing 8:wing -:wing 10:wing +:wing =:wing
EXPR: 0 | POS | INT | 10 | 6 | 110 | ((3+8)*10)=x | 3 8 + 10 * x = | 3:friend 8:friend +:friend 10:wing *:wing x:wing =:wing
