parameters: n=5 l=2 k=1 p=5 q=2 m=8
TOTAL 136 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | FRA | 0 | 30 | 187.5 | x=(75/0.4) | x 75 0.4 / = | x:problem 75:problem 0.4:Alec /:problem =:problem
EXPR: 1 | POS | INT | 0 | 30 | 30 | (75*0.4)=x | 75 0.4 * x = | 75:problem 0.4:Alec *:problem x:problem =:problem
EXPR: 1 | POS | INT | 0 | 30 | 30 | x=(75*0.4) | x 75 0.4 * = | x:problem 75:problem 0.4:Alec *:problem =:problem
EXPR: 0 | POS | FRA | 0 | 30 | 187.5 | (75/0.4)=x | 75 0.4 / x = | 75:problem 0.4:Alec /:problem x:problem =:problem
EXPR: 1 | POS | INT | 2 | 30 | 30 | 75=(x/0.4) | 75 x 0.4 / = | 75:problem x:problem 0.4:Alec /:problem =:problem
EXPR: 0 | POS | FRA | 2 | 30 | 187.5 | 75=(x*0.4) | 75 x 0.4 * = | 75:problem x:problem 0.4:Alec *:problem =:problem
EXPR: 0 | POS | FRA | 2 | 30 | 187.5 | 75=(0.4*x) | 75 0.4 x * = | 75:problem 0.4:Alec x:problem *:problem =:problem
EXPR: 0 | POS | FRA | 4 | 30 | 187.5 | (0.4*x)=75 | 0.4 x * 75 = | 0.4:Alec x:problem *:problem 75:problem =:problem
EXPR: 0 | POS | FRA | 4 | 30 | 187.5 | (x*0.4)=75 | x 0.4 * 75 = | x:problem 0.4:Alec *:problem 75:problem =:problem
EXPR: 1 | POS | INT | 4 | 30 | 30 | (x/0.4)=75 | x 0.4 / 75 = | x:problem 0.4:Alec /:problem 75:problem =:problem
EXPR: 0 | POS | FRA | 10 | 30 | 75.4 | (75+0.4)=x | 75 0.4 + x = | 75:problem 0.4:problem +:problem x:problem =:problem
EXPR: 0 | POS | FRA | 10 | 30 | 75.4 | x=(75+0.4) | x 75 0.4 + = | x:problem 75:problem 0.4:problem +:problem =:problem
EXPR: 0 | POS | FRA | 10 | 30 | 74.6 | (75-0.4)=x | 75 0.4 - x = | 75:problem 0.4:problem -:problem x:problem =:problem
EXPR: 0 | POS | FRA | 10 | 30 | 74.6 | x=(75-0.4) | x 75 0.4 - = | x:problem 75:problem 0.4:problem -:problem =:problem
EXPR: 0 | POS | FRA | 12 | 30 | 74.6 | 75=(x+0.4) | 75 x 0.4 + = | 75:problem x:problem 0.4:problem +:problem =:problem
EXPR: 0 | POS | FRA | 12 | 30 | 0.00533333333333333 | 75=(0.4/x) | 75 0.4 x / = | 75:Alec 0.4:Alec x:problem /:Alec =:Alec
EXPR: 0 | POS | FRA | 12 | 30 | 0.00533333333333333 | (x*75)=0.4 | x 75 * 0.4 = | x:problem 75:Alec *:Alec 0.4:Alec =:Alec
EXPR: 0 | POS | FRA | 12 | 30 | 187.5 | (75/x)=0.4 | 75 x / 0.4 = | 75:Alec x:problem /:Alec 0.4:Alec =:Alec
EXPR: 0 | POS | FRA | 12 | 30 | 0.00533333333333333 | x=(0.4/75) | x 0.4 75 / = | x:Alec 0.4:Alec 75:problem /:Alec =:Alec
EXPR: 0 | POS | FRA | 12 | 30 | 75.4 | 75=(x-0.4) | 75 x 0.4 - = | 75:problem x:problem 0.4:problem -:problem =:problem
EXPR: 0 | POS | FRA | 12 | 30 | 0.00533333333333333 | (0.4/75)=x | 0.4 75 / x = | 0.4:Alec 75:problem /:Alec x:Alec =:Alec
EXPR: 0 | POS | FRA | 12 | 30 | 0.00533333333333333 | (75*x)=0.4 | 75 x * 0.4 = | 75:Alec x:problem *:Alec 0.4:Alec =:Alec
EXPR: 0 | POS | FRA | 12 | 30 | 75.4 | (x-75)=0.4 | x 75 - 0.4 = | x:problem 75:problem -:problem 0.4:problem =:problem
EXPR: 0 | POS | FRA | 12 | 30 | 74.6 | (75-x)=0.4 | 75 x - 0.4 = | 75:problem x:problem -:problem 0.4:problem =:problem
EXPR: 1 | POS | INT | 12 | 30 | 30 | (x/75)=0.4 | x 75 / 0.4 = | x:Alec 75:problem /:Alec 0.4:Alec =:Alec
EXPR: 0 | POS | FRA | 12 | 30 | 74.6 | 75=(0.4+x) | 75 0.4 x + = | 75:problem 0.4:problem x:problem +:problem =:problem
EXPR: 1 | POS | INT | 14 | 30 | 30 | 0.4=(x/75) | 0.4 x 75 / = | 0.4:Alec x:Alec 75:problem /:Alec =:Alec
EXPR: 0 | POS | FRA | 14 | 30 | 187.5 | 0.4=(75/x) | 0.4 75 x / = | 0.4:Alec 75:Alec x:problem /:Alec =:Alec
EXPR: 0 | POS | FRA | 14 | 30 | 74.6 | (0.4+x)=75 | 0.4 x + 75 = | 0.4:problem x:problem +:problem 75:problem =:problem
EXPR: 0 | POS | FRA | 14 | 30 | 74.6 | (x+0.4)=75 | x 0.4 + 75 = | x:problem 0.4:problem +:problem 75:problem =:problem
EXPR: 0 | POS | FRA | 14 | 30 | 0.00533333333333333 | 0.4=(75*x) | 0.4 75 x * = | 0.4:Alec 75:problem x:Alec *:Alec =:Alec
EXPR: 0 | POS | FRA | 14 | 30 | 0.00533333333333333 | (0.4/x)=75 | 0.4 x / 75 = | 0.4:Alec x:problem /:Alec 75:Alec =:Alec
EXPR: 0 | POS | FRA | 14 | 30 | 74.6 | 0.4=(75-x) | 0.4 75 x - = | 0.4:problem 75:problem x:problem -:problem =:problem
EXPR: 0 | POS | FRA | 14 | 30 | 75.4 | 0.4=(x-75) | 0.4 x 75 - = | 0.4:problem x:problem 75:problem -:problem =:problem
EXPR: 0 | POS | FRA | 14 | 30 | 0.00533333333333333 | 0.4=(x*75) | 0.4 x 75 * = | 0.4:Alec x:problem 75:Alec *:Alec =:Alec
EXPR: 0 | POS | FRA | 14 | 30 | 75.4 | (x-0.4)=75 | x 0.4 - 75 = | x:problem 0.4:problem -:problem 75:problem =:problem
NET 36 unique, non-negative solutions found out of 136 total solutions
