0 1:1 2:0 3:0 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0 22:0 23:1 24:0 25:0 26:1 27:1 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:1 67:0.704351077177 68:0.689981525324 69:0.673723590166 70:0.597368862144 71:0.67628317489 72:0.690061086133 73:0.524046237434 74:0.624274585055 75:1 76:0.590254584574 77:0.720974874248 78:0.596164853798 79:0.548829280206 80:0.666457472731 81:0.521181084051 82:0 83:0.601784206464 84:0.590254584574 85:0.682717003538 86:0.708728189214 87:0.767357661824 88:0.685679383769 89:0.699350635994 90:0.721156974035 
0 1:0 2:1 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:-1 20:0 21:0 22:0 23:1 24:0 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:1 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0.0745887208353 67:0.69176781594 68:1 69:0.789312486173 70:0.760122343112 71:0.687514802357 72:0.794584218618 73:0.728070111193 74:0.791894888809 75:0.685512449194 76:0.774720803156 77:1 78:1 79:0.687514802357 80:1 81:0.795817975438 82:1 83:1 84:0.737681489433 85:1 86:1 87:1 88:0.754567245376 89:1 90:1 
0 1:1 2:0 3:0 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0 22:0 23:1 24:0 25:0 26:0 27:1 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:1 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0.098154913725 67:1 68:0.626211040171 69:0.700652276426 70:0.500516401085 71:0.501735067915 72:0.519237866831 73:0.5 74:0.5 75:1 76:0.687289002839 77:0.740906953352 78:0.636623762877 79:0.528887053882 80:1 81:0.714269579791 82:1 83:0.674639113617 84:0.703696649233 85:0.687289002839 86:1 87:1 88:1 89:0.72236446454 90:0.741063973209 
0 1:1 2:0 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0 22:0 23:1 24:0 25:0 26:0 27:1 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0.607043828597 68:0.626721720868 69:0.656377415526 70:0.5 71:0.55777347135 72:0.523345640308 73:0.5 74:0.5 75:0.617245385686 76:0.687646505909 77:0.70838596586 78:0.56925173755 79:0.5 80:1 81:0.5 82:0.597368862144 83:0.5 84:0.581152615482 85:0.6111379668 86:1 87:0.711055034092 88:0.695994967428 89:0.68468357057 90:0.708584862236 
0 1:0 2:1 3:0 4:0 5:1 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:1 19:0 20:-1 21:0 22:0 23:1 24:0 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0 68:0.566050127932 69:0.576233601639 70:0.607043828597 71:0.510386422301 72:0.60524874463 73:0.584518282573 74:0.570273908972 75:0.515628591479 76:0.673141165904 77:1 78:1 79:0.510386422301 80:1 81:0.501152717617 82:0.704351077177 83:1 84:0.617486949037 85:1 86:1 87:0.657070774852 88:0.648332976014 89:1 90:1 
0 1:0 2:1 3:0 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:1 19:0 20:-1 21:0 22:0 23:1 24:0 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:1 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:1 64:0 65:0 66:0.281674682509 67:0.719040441843 68:0.597802633511 69:0.726249081624 70:0.599286177545 71:0.695408705863 72:0.696855505812 73:0.701781314128 74:0.5 75:0.711464775119 76:0.70943054423 77:0.760305452557 78:0.667704023203 79:0.582866764285 80:1 81:0.737681627859 82:1 83:0.704654875235 84:0.642878556278 85:0.597802633511 86:1 87:1 88:0.744086714382 89:0.744520184377 90:0.760439846308 
0 1:0 2:0 3:1 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0 22:0 23:1 24:0 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0.25503522927 67:0.607043828597 68:0.626721720868 69:0.656377415526 70:0.5 71:0.55777347135 72:0.523345640308 73:0.5 74:0.5 75:0.617245385686 76:0.687646505909 77:0.70838596586 78:0.56925173755 79:0.5 80:1 81:0.5 82:0.597368862144 83:0.5 84:0.581152615482 85:0.6111379668 86:1 87:0.711055034092 88:0.695994967428 89:0.68468357057 90:0.708584862236 
0 1:0 2:1 3:0 4:0 5:1 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:1 19:0 20:0 21:0 22:0 23:1 24:0 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:1 68:0.713647481136 69:1 70:0.695611095338 71:0.734600524995 72:0.728852853097 73:0.537049708961 74:0.691161518298 75:0.69581411514 76:0.674909236181 77:0.737026419123 78:0.654464648429 79:0.530182712034 80:1 81:0.532430101081 82:1 83:0.746168631276 84:0.674909236181 85:0.674909236181 86:1 87:0.727364893128 88:0.718257126616 89:0.69847228819 90:0.755708864698 
0 1:0 2:1 3:0 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:1 19:0 20:0 21:0 22:0 23:1 24:0 25:0 26:0 27:1 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:1 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0 68:0.566050127932 69:0.576233601639 70:0.607043828597 71:0.510386422301 72:0.60524874463 73:0.584518282573 74:0.570273908972 75:0.515628591479 76:0.673141165904 77:1 78:1 79:0.510386422301 80:1 81:0.501152717617 82:0.704351077177 83:1 84:0.617486949037 85:1 86:1 87:0.657070774852 88:0.648332976014 89:1 90:1 
0 1:0 2:1 3:0 4:0 5:1 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:1 19:0 20:0 21:0 22:0 23:1 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:1 67:0.501351735287 68:1 69:0.688643645673 70:0.649730154544 71:1 72:0.604402092823 73:0.690379860513 74:0.685609185583 75:1 76:0.704582765209 77:1 78:1 79:1 80:1 81:0.686778418278 82:0.729182150791 83:1 84:1 85:1 86:1 87:0.690036111171 88:1 89:1 90:1 
0 1:0 2:0 3:1 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:1 19:0 20:0 21:0 22:0 23:1 24:0 25:0 26:0 27:1 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0.624867001088 68:0.588570508198 69:0.599748567889 70:0.598712406666 71:0.649891474186 72:0.665951781468 73:0.599748567889 74:0.66417236629 75:1 76:0.647236247808 77:0.642617109924 78:0.620326136267 79:0.567474569482 80:0.63640188042 81:0.5 82:0.678470088598 83:0.660807635155 84:0.647236247808 85:0.588570508198 86:1 87:1 88:0.71687811571 89:0.740685194952 90:0.757071054974 
0 1:0 2:1 3:0 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:-1 19:-1 20:0 21:0 22:0 23:1 24:0 25:0 26:0 27:1 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0.718858775037 68:0.6542360758 69:0.583950029724 70:0.706798403631 71:0.666118913807 72:0.647535920284 73:0.692418098162 74:0.528887053882 75:0.590715490729 76:0.578950902355 77:0.723613142188 78:0.673654115975 79:0.5 80:0.654938342992 81:0.539325505937 82:0.610421309809 83:0.686522961308 84:0.578950902355 85:0.581893533997 86:1 87:0.645832665789 88:0.63545527334 89:0.680704844666 90:0.744175522267 
0 1:0 2:0 3:1 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0 22:0 23:1 24:0 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0.157799673081 67:0.607043828597 68:0.626721720868 69:0.656377415526 70:0.5 71:0.55777347135 72:0.523345640308 73:0.5 74:0.5 75:0.617245385686 76:0.687646505909 77:0.70838596586 78:0.56925173755 79:0.5 80:1 81:0.5 82:0.597368862144 83:0.5 84:0.581152615482 85:0.6111379668 86:1 87:0.711055034092 88:0.695994967428 89:0.68468357057 90:0.708584862236 
